datetime,2,3,4,5,7,8,9,B,main contact,
2018-04-16 13:32:09.0,-62,-60,-53,-65,-27,-61,-56,,7
2018-04-16 13:32:10.0,-64,-58,-51,-65,-25,-59,-60,,7
2018-04-16 13:32:11.0,-65,-63,-43,-66,-25,-69,-62,,7
2018-04-16 13:32:12.0,-58,-55,-53,-69,-27,-60,-56,,7
2018-04-16 13:32:13.0,-67,-59,-50,-68,-24,-63,-59,,7
2018-04-16 13:32:14.0,-68,-69,-64,-62,-25,-64,-61,-67,7
2018-04-16 13:32:15.0,-63,-56,-60,-69,-27,-63,-59,,7
2018-04-16 13:32:16.0,-62,-67,-50,-69,-27,-67,-60,,7
2018-04-16 13:32:17.0,-64,-60,-62,-66,-25,,-65,,7
2018-04-16 13:32:18.0,-63,,-52,,-27,-62,-54,,7
2018-04-16 13:32:19.0,-67,-54,-62,,-28,-64,-59,,7
2018-04-16 13:32:20.0,-62,-56,-57,,-27,-66,-64,,7
2018-04-16 13:32:21.0,-62,-64,-60,-68,-28,-67,-65,,7
2018-04-16 13:32:22.0,,-65,-56,-65,-25,-67,-60,,7
2018-04-16 13:32:23.0,-62,-63,-56,,-25,,-67,,7
2018-04-16 13:32:24.0,-58,-66,-55,,-27,-60,-55,,7
2018-04-16 13:32:25.0,,-66,-59,-58,-24,-61,-60,,7
2018-04-16 13:32:26.0,-62,-63,-64,-63,-25,,-58,,7
2018-04-16 13:32:27.0,-63,,-57,-67,-27,-65,-67,,7
2018-04-16 13:32:28.0,-61,,-54,-57,-25,-65,-58,,7
2018-04-16 13:32:29.0,,-59,-66,-54,-25,-64,-59,,7
2018-04-16 13:32:30.0,-62,-59,-68,-62,-27,-61,-56,,7
2018-04-16 13:32:31.0,-65,-63,,-67,-24,-60,-60,,7
2018-04-16 13:32:32.0,,,,,,,,,7
2018-04-16 13:32:33.0,,,,,,,,,7
2018-04-16 13:32:34.0,,,,,,,,,7
2018-04-16 13:32:35.0,,,,,,,,,7
2018-04-16 13:32:36.0,,,,,,,,,7
2018-04-16 13:32:37.0,-60,-63,,-67,-24,-62,-63,,7
2018-04-16 13:32:38.0,-63,-60,-64,,-27,,-54,,7
2018-04-16 13:32:39.0,-56,-64,-69,-65,-25,-65,-59,,7
2018-04-16 13:32:40.0,-63,-50,-59,-66,-25,-63,-60,,7
2018-04-16 13:32:41.0,-66,-63,-63,,-27,-64,-57,-64,7
2018-04-16 13:32:42.0,-59,-62,-57,-68,-25,-67,-59,,7
2018-04-16 13:32:43.0,-61,-45,-50,-63,-25,,-62,,7
2018-04-16 13:32:44.0,,-40,-54,-64,-27,-64,-56,,7
2018-04-16 13:32:45.0,-64,-64,-60,-63,-27,,-62,,7
2018-04-16 13:32:46.0,-59,-69,-62,-67,-25,-61,-59,-59,7
2018-04-16 13:32:47.0,,,-58,-64,-27,-61,-60,,7
2018-04-16 13:32:48.0,-67,-56,-65,-64,,-68,-62,,3
2018-04-16 13:32:49.0,-63,-38,-59,-65,-24,-64,-67,,7
2018-04-16 13:32:50.0,-67,-54,-62,-64,-27,-63,-60,,7
2018-04-16 13:32:51.0,-57,-53,-68,,-25,-62,-56,,7
2018-04-16 13:32:52.0,-63,-44,-69,-61,-24,-60,-57,,7
2018-04-16 13:32:53.0,-67,-48,,-59,-27,-62,-60,,7
2018-04-16 13:32:54.0,-65,-60,-57,-60,-25,-65,-60,,7
2018-04-16 13:32:55.0,-63,,-66,-57,-27,-63,-62,,7
2018-04-16 13:32:56.0,,-58,-54,-53,-27,-63,-56,,7
2018-04-16 13:32:57.0,-66,-46,-54,-60,-25,-60,-60,,7
2018-04-16 13:32:58.0,,-45,-59,-55,-27,-60,-55,,7
2018-04-16 13:32:59.0,-57,-54,-55,-59,,-62,-59,,3
2018-04-16 13:33:00.0,-60,-67,-67,-56,-27,-61,-63,,7
2018-04-16 13:33:01.0,-60,-60,-68,-52,-27,-67,-56,,7
