datetime,0,1,2,3,4,5,7,B,E,main contact,
2018-04-16 13:42:42.0,,,-69,,,,,,,2
2018-04-16 13:42:43.0,,,-68,,,,,,,2
2018-04-16 13:42:44.0,,,-66,,,,,,,2
2018-04-16 13:42:45.0,,,-66,,,,,,,2
2018-04-16 13:42:46.0,,,-66,,,,,,,2
2018-04-16 13:42:47.0,,,-65,,,,,,,2
2018-04-16 13:42:48.0,,,-65,,,,,,,2
2018-04-16 13:42:49.0,,,-65,,,,,,,2
2018-04-16 13:42:50.0,,,-64,,,,,,,2
2018-04-16 13:42:51.0,,,-66,,,,,,,2
2018-04-16 13:42:52.0,,,-66,,,,,,,2
2018-04-16 13:42:53.0,,,-66,,,,,,,2
2018-04-16 13:42:54.0,,,-66,,,,,,,2
2018-04-16 13:42:55.0,,,-66,,,,,,,2
2018-04-16 13:42:56.0,,,-66,,,,,,,2
2018-04-16 13:42:57.0,-60,-57,-65,-66,-57,,,,,4
2018-04-16 13:42:58.0,-60,-59,-66,-65,-57,-67,,,,4
2018-04-16 13:42:59.0,-60,-58,-66,-65,-58,-64,,,,4
2018-04-16 13:43:00.0,-60,-58,-66,-65,-58,-64,,,-63,4
2018-04-16 13:43:01.0,-61,-58,-66,-61,-59,-64,,,-63,1
2018-04-16 13:43:02.0,-61,-58,-66,-59,-60,-64,,,-64,1
2018-04-16 13:43:03.0,-63,-58,-66,-58,-59,-64,,,-64,3
2018-04-16 13:43:04.0,-64,-57,-66,-58,-59,-63,,,-64,1
2018-04-16 13:43:05.0,-64,-57,-65,-59,-59,-65,,-64,-64,1
2018-04-16 13:43:06.0,-64,-56,-65,-58,-58,-65,,-64,-64,1
2018-04-16 13:43:07.0,-62,-56,-66,-60,-59,-64,,-64,-64,1
2018-04-16 13:43:08.0,-62,-56,-66,-60,-59,-65,,-64,-64,1
2018-04-16 13:43:09.0,-62,-56,-65,-64,-59,-65,,-64,-64,1
2018-04-16 13:43:10.0,-61,-57,-64,-64,-62,-65,,-64,-64,1
2018-04-16 13:43:11.0,-61,-58,-64,-62,-62,-65,,-64,-64,1
2018-04-16 13:43:12.0,-63,-57,-64,-61,-63,-66,,-64,-64,1
2018-04-16 13:43:13.0,-63,-57,-64,-62,-63,-66,,-64,-64,1
2018-04-16 13:43:14.0,-63,-57,-65,-62,-63,-66,,-64,-65,1
2018-04-16 13:43:15.0,-62,-56,-64,-63,-64,-66,,-64,-65,1
2018-04-16 13:43:16.0,-60,-57,-64,-62,-64,-66,,-65,-65,1
2018-04-16 13:43:17.0,-60,-57,-64,-62,-62,-66,,-65,-65,1
2018-04-16 13:43:18.0,-62,-57,-64,-62,-62,-66,,-65,-65,1
2018-04-16 13:43:19.0,-62,-57,-64,-64,-62,-66,,-65,-65,1
2018-04-16 13:43:20.0,-62,-57,-64,-64,-62,-65,,-65,-65,1
2018-04-16 13:43:21.0,-62,-56,-65,-64,-62,-66,,-65,-65,1
2018-04-16 13:43:22.0,-62,-56,-64,-65,-62,-66,,-65,-65,1
2018-04-16 13:43:23.0,-64,-58,-64,-61,-61,-66,,-65,-65,1
2018-04-16 13:43:24.0,-64,-57,-64,-60,-61,-66,,-65,-65,1
