datetime,2,3,4,5,6,8,9,B,E,main contact,
2018-04-16 13:28:17.0,,,,,,,,-64,,11
2018-04-16 13:28:22.0,,,,,,,,,,11
2018-04-16 13:28:27.0,,,,,,,,,,11
2018-04-16 13:28:32.0,,,,,,,,,,11
2018-04-16 13:28:37.0,,,,,,,,-62,,11
2018-04-16 13:28:42.0,,,,,,,,-62,,11
2018-04-16 13:28:47.0,,,,,,,,,,11
2018-04-16 13:28:52.0,,,,,,,,,,11
2018-04-16 13:28:57.0,,,,,,,,,,11
2018-04-16 13:29:02.0,,,,,,,,,,11
2018-04-16 13:29:07.0,,,,,,,,-62,,11
2018-04-16 13:29:12.0,,,,,,,,,,11
2018-04-16 13:29:17.0,,,,,,,,,,11
2018-04-16 13:29:22.0,,,,,,,,,,11
2018-04-16 13:29:27.0,,,,,,,,,,11
2018-04-16 13:29:32.0,,,,,,,,,,11
2018-04-16 13:29:37.0,,,,,,,,,,11
2018-04-16 13:29:42.0,,,,,,,,,,11
2018-04-16 13:29:47.0,,,,,,,,,,11
2018-04-16 13:29:52.0,,,,,,,,,,11
2018-04-16 13:29:57.0,,,,,,,,,,11
2018-04-16 13:30:02.0,,,,,-31,,,-61,,6
2018-04-16 13:30:07.0,,,,,-27,,,,,6
2018-04-16 13:30:12.0,,,,,-27,,,,,6
2018-04-16 13:30:17.0,,,,,-27,,,,,6
2018-04-16 13:30:22.0,,,,,-25,,,,,6
2018-04-16 13:30:27.0,,,,,-26,,,,,6
2018-04-16 13:30:32.0,,,,,-26,,,,,6
2018-04-16 13:30:37.0,,,,,-25,,,,,6
2018-04-16 13:30:42.0,,,,,-27,,,,,6
2018-04-16 13:30:47.0,,,,,-26,,-55,,,6
2018-04-16 13:30:52.0,,,,,,,-58,,,9
2018-04-16 13:30:57.0,,,,,-27,,,-61,,6
2018-04-16 13:31:02.0,,,,,-27,,-59,,,6
2018-04-16 13:31:07.0,,,,,,,-58,,,9
2018-04-16 13:31:12.0,,,,,-27,,-60,,,6
2018-04-16 13:31:17.0,,,,,-27,,-61,,,6
2018-04-16 13:31:22.0,,,,,-26,,,,,6
2018-04-16 13:31:27.0,,,,,-26,,-61,,,6
2018-04-16 13:31:32.0,,,,,-26,,,,,6
2018-04-16 13:31:37.0,,,,,-26,,,,,6
2018-04-16 13:31:42.0,,,,,-26,,,,,6
2018-04-16 13:31:47.0,,,,,-26,,,,,6
2018-04-16 13:31:52.0,,,,,-26,,-60,,,6
2018-04-16 13:31:57.0,,,,,-26,,-61,,,6
2018-04-16 13:32:02.0,,,,,-27,,-60,,,6
2018-04-16 13:32:07.0,,,,,-27,,-60,,,6
2018-04-16 13:32:12.0,,,,,,,,,,6
2018-04-16 13:32:17.0,,,,,,,,,,6
2018-04-16 13:32:22.0,,,,,,,,,,6
2018-04-16 13:32:27.0,,,,,,,,,,6
2018-04-16 13:32:32.0,,-41,,,,,-62,,,3
2018-04-16 13:32:37.0,,-42,,,,,,,,3
2018-04-16 13:32:42.0,,-42,,,,,-62,,,3
2018-04-16 13:32:47.0,,-43,,,,,-62,,,3
2018-04-16 13:32:52.0,,-50,,,-27,,-61,,,6
2018-04-16 13:32:57.0,,-56,,,-26,,-60,,,6
2018-04-16 13:33:02.0,,-59,,,-26,,-61,,,6
2018-04-16 13:33:07.0,,-61,,,-26,,-61,,,6
2018-04-16 13:33:12.0,,-55,-67,,-26,,-61,-61,,6
2018-04-16 13:33:17.0,,-54,-64,,-26,,-62,,,6
2018-04-16 13:33:22.0,,-55,-63,,-26,,-61,,,6
2018-04-16 13:33:27.0,,-57,-62,,,-62,-61,,,3
2018-04-16 13:33:32.0,,-57,-62,,-26,,-62,,,6
2018-04-16 13:33:37.0,,-54,-58,,-26,-62,-60,,,6
2018-04-16 13:33:42.0,,-53,-60,,-26,-62,-62,-63,,6
2018-04-16 13:33:47.0,,-51,-58,,-25,,-60,,,6
2018-04-16 13:33:52.0,,-50,,,,-62,-61,,,3
2018-04-16 13:33:57.0,,-50,-61,,-25,,-61,,,6
2018-04-16 13:34:02.0,,,-62,,-25,-63,-63,,,6
2018-04-16 13:34:07.0,,-51,,,-26,-63,-61,-62,-63,6
2018-04-16 13:34:12.0,-68,-49,,,-26,-64,-61,,,6
2018-04-16 13:34:17.0,,-48,,,-26,,-61,,-65,6
2018-04-16 13:34:22.0,-63,-48,,,-26,-64,-60,,,6
2018-04-16 13:34:27.0,-63,,,,,,-61,,,9
2018-04-16 13:34:32.0,-63,-49,-62,,-26,-65,-61,,,6
2018-04-16 13:34:37.0,-63,-49,-63,,-27,,-62,-64,-65,6
2018-04-16 13:34:42.0,-62,-54,-62,,-26,,-62,,,6
2018-04-16 13:34:47.0,-62,,-59,,-26,-65,-62,,,6
2018-04-16 13:34:52.0,-61,-57,-61,,-26,-66,-63,,,6
2018-04-16 13:34:57.0,-62,-57,-65,,-25,-65,-62,,-65,6
2018-04-16 13:35:02.0,-62,-58,-63,-64,-26,-65,-62,,,6
2018-04-16 13:35:07.0,-62,-56,-62,-62,-26,-64,-61,,-65,6
2018-04-16 13:35:12.0,-60,-56,,-64,-26,,-61,,,6
2018-04-16 13:35:17.0,-60,-56,-61,-63,-26,,,,,6
2018-04-16 13:35:22.0,-62,-55,-61,-63,-26,-64,,,,6
2018-04-16 13:35:27.0,-62,-54,-61,-60,-26,-64,,-65,-66,6
2018-04-16 13:35:32.0,-61,-56,-61,-60,-26,,,,,6
2018-04-16 13:35:37.0,,-58,,-61,-26,-64,,,,6
2018-04-16 13:35:42.0,-62,,-60,-62,-26,-65,-61,,,6
