datetime,1,2,6,
2018-04-13 12:08:08.0,-56,-63,-33,
2018-04-13 12:08:09.0,-55,-63,-33,
2018-04-13 12:08:10.0,-54,-61,-33,
2018-04-13 12:08:11.0,-56,-65,-33,
2018-04-13 12:08:12.0,-56,-63,-33,
2018-04-13 12:08:13.0,-55,-65,-33,
2018-04-13 12:08:14.0,-57,-64,-33,
2018-04-13 12:08:15.0,-55,-63,-33,
2018-04-13 12:08:16.0,-54,-63,-33,
2018-04-13 12:08:17.0,-56,-64,-33,
2018-04-13 12:08:18.0,-54,-64,-33,
2018-04-13 12:08:19.0,-54,-65,-33,
2018-04-13 12:08:20.0,-55,-65,-33,
2018-04-13 12:08:21.0,-56,-64,-33,
2018-04-13 12:08:22.0,-55,-64,-33,
2018-04-13 12:08:23.0,-55,-64,-33,
2018-04-13 12:08:24.0,-55,-63,-33,
2018-04-13 12:08:25.0,-54,-63,-33,
2018-04-13 12:08:26.0,-58,-66,-33,
2018-04-13 12:08:27.0,-56,-64,-33,
2018-04-13 12:08:28.0,-54,-64,-33,
2018-04-13 12:08:29.0,-57,-64,-33,
2018-04-13 12:08:30.0,-55,-63,-33,
2018-04-13 12:08:31.0,-54,-65,-33,
2018-04-13 12:08:32.0,-54,-65,-33,
2018-04-13 12:08:33.0,-58,-64,-33,
2018-04-13 12:08:34.0,-56,-65,-33,
2018-04-13 12:08:35.0,-56,-64,-33,
2018-04-13 12:08:36.0,-55,-65,-33,
2018-04-13 12:08:37.0,-57,-64,-33,
2018-04-13 12:08:38.0,-55,-65,-33,
2018-04-13 12:08:39.0,-54,-63,-33,
2018-04-13 12:08:40.0,-53,-65,-33,
2018-04-13 12:08:41.0,-53,-65,-33,
2018-04-13 12:08:42.0,-54,-64,-33,
2018-04-13 12:08:43.0,-54,-63,-33,
2018-04-13 12:08:44.0,-54,-65,-33,
2018-04-13 12:08:45.0,-53,-63,-33,
2018-04-13 12:08:46.0,-53,-65,-33,
2018-04-13 12:08:47.0,-56,-65,-33,
2018-04-13 12:08:48.0,-56,-65,-33,
2018-04-13 12:08:49.0,-54,-66,-33,
2018-04-13 12:08:50.0,-57,-65,-33,
2018-04-13 12:08:51.0,-56,-65,-33,
2018-04-13 12:08:52.0,-53,-64,-33,
2018-04-13 12:08:53.0,-53,-66,-33,
2018-04-13 12:08:54.0,-54,-64,-33,
2018-04-13 12:08:55.0,-53,-63,-33,
2018-04-13 12:08:56.0,-56,-67,-33,
2018-04-13 12:08:57.0,-55,-64,-33,
2018-04-13 12:08:58.0,-54,-63,-33,
2018-04-13 12:08:59.0,-55,-66,-33,
2018-04-13 12:09:00.0,-57,-64,-33,
2018-04-13 12:09:01.0,-54,-66,-33,
2018-04-13 12:09:02.0,-57,-65,-33,
2018-04-13 12:09:03.0,-55,-64,-33,
2018-04-13 12:09:04.0,-56,-65,-33,
2018-04-13 12:09:05.0,-55,-65,-33,
2018-04-13 12:09:06.0,-55,-63,-33,
2018-04-13 12:09:07.0,-54,-66,-33,
2018-04-13 12:09:08.0,-58,-66,-33,
2018-04-13 12:09:09.0,-55,-62,-33,
2018-04-13 12:09:10.0,-54,-66,-33,
2018-04-13 12:09:11.0,-56,-64,-33,
2018-04-13 12:09:12.0,-54,-62,-33,
2018-04-13 12:09:13.0,-54,-63,-33,
2018-04-13 12:09:14.0,-53,-64,-33,
2018-04-13 12:09:15.0,-53,-63,-33,
2018-04-13 12:09:16.0,-53,-63,-33,
2018-04-13 12:09:17.0,-54,-63,-33,
2018-04-13 12:09:18.0,-54,-65,-33,
2018-04-13 12:09:19.0,-54,-67,-33,
2018-04-13 12:09:20.0,-56,-65,-33,
2018-04-13 12:09:21.0,-56,-64,-33,
2018-04-13 12:09:22.0,-55,-66,-33,
2018-04-13 12:09:23.0,-54,-67,-33,
2018-04-13 12:09:24.0,-55,-63,-33,
2018-04-13 12:09:25.0,-55,-64,-33,
2018-04-13 12:09:26.0,-53,-64,-33,
2018-04-13 12:09:27.0,-55,-62,-33,
2018-04-13 12:09:28.0,-54,-64,-33,
2018-04-13 12:09:29.0,-56,-65,-33,
2018-04-13 12:09:30.0,-56,-65,-33,
2018-04-13 12:09:31.0,-54,-60,-33,
2018-04-13 12:09:32.0,-55,-64,-33,
2018-04-13 12:09:33.0,-55,-61,-33,
2018-04-13 12:09:34.0,-54,-60,-33,
2018-04-13 12:09:35.0,-54,-63,-33,
2018-04-13 12:09:36.0,-56,-61,-33,
2018-04-13 12:09:37.0,-54,-59,-33,
2018-04-13 12:09:38.0,-55,-62,-33,
2018-04-13 12:09:39.0,-55,-62,-33,
2018-04-13 12:09:40.0,-55,-62,-33,
2018-04-13 12:09:41.0,-54,-62,-33,
2018-04-13 12:09:42.0,-53,-61,-33,
2018-04-13 12:09:43.0,-54,-61,-33,
2018-04-13 12:09:44.0,-54,-63,-33,
2018-04-13 12:09:45.0,-54,-62,-33,
2018-04-13 12:09:46.0,-54,-63,-33,
2018-04-13 12:09:47.0,-59,-63,-32,
2018-04-13 12:09:48.0,-56,-63,-32,
2018-04-13 12:09:49.0,-58,-61,-32,
2018-04-13 12:09:50.0,-56,-60,-33,
2018-04-13 12:09:51.0,-54,-60,-33,
2018-04-13 12:09:52.0,-56,-61,-33,
2018-04-13 12:09:53.0,-55,-61,-33,
2018-04-13 12:09:54.0,-55,-60,-33,
2018-04-13 12:09:55.0,-54,-60,-33,
2018-04-13 12:09:56.0,-56,-61,-33,
2018-04-13 12:09:57.0,-54,-61,-33,
2018-04-13 12:09:58.0,-54,-61,-33,
2018-04-13 12:09:59.0,-56,-61,-33,
2018-04-13 12:10:00.0,-54,-60,-33,
2018-04-13 12:10:01.0,-53,-61,-33,
2018-04-13 12:10:02.0,-54,-61,-33,
2018-04-13 12:10:03.0,-54,-61,-33,
